id,department,ageAtHire,hireYear,tenure,reason,gender,gradeAtHire,current
GCR3755,Administrative,24,2007,1,terminated,F,1,FALSE
GCR3756,Operational,38,2015,3,NA,M,3,TRUE
GCR3757,Administrative,40,1989,5,resigned,M,3,FALSE
GCR3758,Operational,27,1991,18,resigned,M,1,FALSE
GCR3759,Administrative,43,1982,5,resigned,F,1,FALSE
GCR3760,Operational,51,2012,2,resigned,M,4,FALSE
GCR3761,Administrative,18,1990,0,resigned,M,2,FALSE
GCR3762,Administrative,28,1982,14,resigned,F,1,FALSE
GCR3763,Administrative,26,2014,4,NA,M,2,TRUE
GCR3764,Administrative,33,2005,13,NA,F,1,TRUE
GCR3765,Operational,24,1990,28,NA,F,2,TRUE
GCR3766,Administrative,53,2009,1,resigned,F,3,FALSE
GCR3767,Administrative,48,2010,5,resigned,F,1,FALSE
GCR3768,Operational,34,1985,1,terminated,F,2,FALSE
GCR3769,Administrative,37,2007,9,resigned,F,2,FALSE
GCR3770,Operational,42,1981,3,resigned,M,1,FALSE
GCR3771,Operational,24,2003,3,resigned,M,1,FALSE
GCR3772,Administrative,41,1993,25,NA,F,2,TRUE
GCR3773,Administrative,18,2001,17,NA,F,1,TRUE
GCR3774,Operational,26,1991,25,resigned,M,2,FALSE
GCR3775,Operational,19,1988,11,resigned,M,2,FALSE
GCR3776,Administrative,21,2009,0,resigned,M,1,FALSE
GCR3777,Operational,46,1996,6,resigned,M,3,FALSE
GCR3778,Administrative,49,2008,4,resigned,F,4,FALSE
GCR3779,Operational,43,1994,10,resigned,M,2,FALSE
GCR3780,Administrative,51,2013,5,NA,M,4,TRUE
GCR3781,Operational,47,1994,2,resigned,F,3,FALSE
GCR3782,Administrative,22,2002,0,resigned,M,2,FALSE
GCR3783,Operational,19,2002,16,NA,M,1,TRUE
GCR3784,Administrative,22,2015,2,resigned,M,1,FALSE
GCR3785,Administrative,29,2007,7,resigned,F,3,FALSE
GCR3786,Operational,52,2009,0,resigned,F,2,FALSE
GCR3787,Administrative,26,2004,3,terminated,F,2,FALSE
GCR3788,Administrative,41,2007,2,resigned,F,2,FALSE
GCR3789,Operational,43,2007,11,NA,M,2,TRUE
GCR3790,Operational,29,1988,16,resigned,F,1,FALSE
GCR3791,Operational,46,1994,19,retired,M,2,FALSE
GCR3792,Operational,39,2006,12,NA,M,2,TRUE
GCR3793,Operational,30,2006,8,resigned,M,2,FALSE
GCR3794,Operational,53,1997,6,resigned,M,2,FALSE
GCR3795,Operational,27,2005,13,NA,M,3,TRUE
GCR3796,Administrative,21,1988,0,resigned,F,1,FALSE
GCR3797,Administrative,41,2017,1,NA,M,4,TRUE
GCR3798,Administrative,26,2002,5,resigned,M,1,FALSE
GCR3799,Administrative,57,2002,1,resigned,M,4,FALSE
GCR3800,Administrative,49,1984,0,resigned,M,1,FALSE
GCR3801,Operational,32,2011,4,resigned,F,3,FALSE
GCR3802,Operational,35,1980,6,resigned,M,2,FALSE
GCR3803,Administrative,53,2000,3,resigned,F,4,FALSE
GCR3804,Administrative,40,2000,2,resigned,M,2,FALSE
GCR3805,Operational,48,1987,1,terminated,F,1,FALSE
GCR3806,Operational,42,2002,2,resigned,M,2,FALSE
GCR3807,Operational,47,2002,16,NA,M,2,TRUE
GCR3808,Administrative,24,2004,5,resigned,F,1,FALSE
GCR3809,Administrative,46,2012,5,resigned,F,1,FALSE
GCR3810,Operational,58,2002,3,retired,F,4,FALSE
GCR3811,Administrative,25,1991,1,resigned,F,2,FALSE
GCR3812,Administrative,30,2008,5,resigned,F,1,FALSE
GCR3813,Operational,31,2004,5,resigned,M,2,FALSE
GCR3814,Administrative,27,1985,0,resigned,F,1,FALSE
GCR3815,Administrative,38,1992,2,resigned,F,1,FALSE
GCR3816,Operational,33,1982,8,resigned,M,1,FALSE
GCR3817,Operational,50,1981,33,retired,M,2,FALSE
GCR3818,Operational,35,2009,5,resigned,M,3,FALSE
GCR3819,Administrative,30,2006,7,resigned,F,2,FALSE
GCR3820,Administrative,48,2012,6,NA,M,3,TRUE
GCR3821,Operational,37,1994,21,resigned,M,1,FALSE
GCR3822,Operational,23,2006,0,resigned,F,2,FALSE
GCR3823,Administrative,52,2009,9,NA,F,3,TRUE
GCR3824,Operational,33,2003,6,resigned,M,1,FALSE
GCR3825,Administrative,24,1998,20,NA,F,1,TRUE
GCR3826,Operational,56,1990,14,retired,M,1,FALSE
GCR3827,Operational,41,1990,9,resigned,M,4,FALSE
GCR3828,Administrative,57,1992,3,retired,F,3,FALSE
GCR3829,Administrative,27,2003,0,resigned,F,1,FALSE
GCR3830,Administrative,43,2010,8,NA,F,3,TRUE
GCR3831,Operational,28,2000,1,resigned,M,3,FALSE
GCR3832,Administrative,45,1997,0,resigned,F,2,FALSE
GCR3833,Administrative,35,2004,3,resigned,F,1,FALSE
GCR3834,Administrative,33,2004,0,resigned,F,2,FALSE
GCR3835,Operational,41,2004,4,terminated,M,3,FALSE
GCR3836,Operational,19,2002,16,NA,M,1,TRUE
GCR3837,Administrative,43,2011,3,resigned,F,2,FALSE
GCR3838,Administrative,45,1982,3,resigned,F,1,FALSE
GCR3839,Operational,24,1996,18,resigned,F,2,FALSE
GCR3840,Administrative,48,2010,5,terminated,F,1,FALSE
GCR3841,Administrative,22,1989,18,resigned,M,2,FALSE
GCR3842,Administrative,20,2007,3,resigned,M,1,FALSE
GCR3843,Operational,19,1986,32,NA,M,2,TRUE
GCR3844,Administrative,36,2007,1,resigned,F,3,FALSE
GCR3845,Administrative,21,2017,1,NA,F,1,TRUE
GCR3846,Operational,37,1991,9,resigned,M,1,FALSE
GCR3847,Administrative,40,1984,0,resigned,F,2,FALSE
GCR3848,Operational,20,2005,0,resigned,F,1,FALSE
GCR3849,Operational,32,2005,0,resigned,M,2,FALSE
GCR3850,Administrative,27,2017,0,resigned,M,1,FALSE
GCR3851,Operational,50,1992,0,terminated,M,2,FALSE
GCR3852,Administrative,54,1995,2,resigned,F,2,FALSE
GCR3853,Administrative,36,2008,1,resigned,F,1,FALSE
GCR3854,Administrative,43,1985,2,resigned,F,3,FALSE
GCR3855,Administrative,47,1989,0,resigned,F,2,FALSE
GCR3856,Administrative,35,2010,1,resigned,M,1,FALSE
GCR3857,Operational,30,2007,11,resigned,M,1,FALSE
GCR3858,Operational,19,1989,5,resigned,M,1,FALSE
GCR3859,Operational,29,1984,3,resigned,M,1,FALSE
GCR3860,Administrative,20,1991,0,terminated,M,1,FALSE
GCR3861,Operational,43,2010,6,resigned,M,4,FALSE
GCR3862,Administrative,57,1997,0,resigned,F,3,FALSE
GCR3863,Administrative,45,2012,6,NA,F,4,TRUE
GCR3864,Administrative,46,1997,1,resigned,F,2,FALSE
GCR3865,Administrative,43,2005,0,resigned,F,1,FALSE
GCR3866,Administrative,42,1988,0,resigned,F,1,FALSE
GCR3867,Operational,34,1992,5,resigned,M,1,FALSE
GCR3868,Operational,34,2003,5,resigned,F,2,FALSE
GCR3869,Operational,25,1997,1,resigned,F,1,FALSE
GCR3870,Administrative,32,1980,0,resigned,F,3,FALSE
GCR3871,Operational,25,1998,0,resigned,M,2,FALSE
GCR3872,Operational,24,2014,4,NA,F,2,TRUE
GCR3873,Administrative,41,2009,0,terminated,M,2,FALSE
GCR3874,Operational,21,1992,5,resigned,M,1,FALSE
GCR3875,Operational,38,2013,0,resigned,M,2,FALSE
GCR3876,Operational,41,2002,11,resigned,M,1,FALSE
GCR3877,Administrative,52,1999,2,resigned,F,2,FALSE
GCR3878,Operational,48,1987,4,resigned,F,2,FALSE
GCR3879,Administrative,34,2013,5,NA,F,2,TRUE
GCR3880,Administrative,19,1999,19,NA,M,1,TRUE
GCR3881,Administrative,35,1990,28,NA,F,2,TRUE
GCR3882,Administrative,34,2009,3,resigned,M,2,FALSE
GCR3883,Operational,31,1981,10,resigned,M,1,FALSE
GCR3884,Operational,24,2005,13,NA,M,2,TRUE
GCR3885,Operational,34,1992,17,resigned,M,1,FALSE
GCR3886,Operational,30,1987,4,resigned,M,2,FALSE
GCR3887,Administrative,34,2009,7,resigned,F,1,FALSE
GCR3888,Administrative,54,2011,2,resigned,M,4,FALSE
GCR3889,Administrative,41,1987,2,resigned,F,3,FALSE
GCR3890,Operational,24,2018,0,NA,M,1,TRUE
GCR3891,Operational,19,1992,1,resigned,M,1,FALSE
GCR3892,Administrative,40,1992,0,resigned,M,4,FALSE
GCR3893,Operational,43,2008,1,resigned,M,4,FALSE
GCR3894,Administrative,45,2011,7,NA,F,1,TRUE
GCR3895,Administrative,31,1989,1,resigned,M,2,FALSE
GCR3896,Administrative,34,2000,1,resigned,M,2,FALSE
GCR3897,Operational,24,2002,7,resigned,M,2,FALSE
GCR3898,Administrative,41,2001,13,resigned,F,2,FALSE
GCR3899,Administrative,29,2006,12,NA,F,1,TRUE
GCR3900,Administrative,37,2007,11,NA,F,1,TRUE
GCR3901,Operational,43,1991,0,resigned,M,1,FALSE
GCR3902,Administrative,40,2013,0,resigned,M,4,FALSE
GCR3903,Administrative,21,1984,34,NA,M,2,TRUE
GCR3904,Administrative,29,2005,0,resigned,F,2,FALSE
GCR3905,Operational,18,2018,0,resigned,M,1,FALSE
GCR3906,Administrative,32,2011,1,resigned,M,4,FALSE
GCR3907,Operational,51,1983,5,resigned,M,4,FALSE
GCR3908,Operational,41,2014,4,NA,M,1,TRUE
GCR3909,Administrative,49,2004,1,resigned,M,3,FALSE
GCR3910,Administrative,25,1987,27,resigned,F,2,FALSE
GCR3911,Administrative,44,2000,9,terminated,F,2,FALSE
GCR3912,Operational,41,2013,5,NA,F,4,TRUE
GCR3913,Administrative,44,1994,0,resigned,M,2,FALSE
GCR3914,Operational,31,2013,0,resigned,M,2,FALSE
GCR3915,Administrative,43,2011,7,NA,F,1,TRUE
GCR3916,Administrative,53,1996,4,resigned,F,1,FALSE
GCR3917,Administrative,30,2016,2,NA,F,1,TRUE
GCR3918,Administrative,20,1990,28,NA,M,2,TRUE
GCR3919,Administrative,28,1984,7,resigned,M,1,FALSE
GCR3920,Operational,30,2015,1,resigned,M,2,FALSE
GCR3921,Operational,40,2006,12,NA,M,3,TRUE
GCR3922,Administrative,25,1980,5,resigned,M,2,FALSE
GCR3923,Administrative,43,2000,0,terminated,F,1,FALSE
GCR3924,Administrative,26,2001,1,resigned,F,2,FALSE
GCR3925,Administrative,39,1983,7,resigned,F,2,FALSE
GCR3926,Administrative,27,2017,1,NA,M,1,TRUE
GCR3927,Administrative,48,2015,1,resigned,F,4,FALSE
GCR3928,Operational,37,2004,14,NA,M,2,TRUE
GCR3929,Administrative,55,1993,15,retired,M,4,FALSE
GCR3930,Administrative,27,2015,2,resigned,M,1,FALSE
GCR3931,Operational,37,1985,20,resigned,M,2,FALSE
GCR3932,Administrative,31,2005,13,NA,M,1,TRUE
GCR3933,Administrative,41,1992,11,resigned,F,1,FALSE
GCR3934,Operational,48,2006,0,resigned,M,2,FALSE
GCR3935,Administrative,39,2008,4,resigned,F,1,FALSE
GCR3936,Operational,22,1999,0,resigned,M,2,FALSE
GCR3937,Administrative,50,1993,1,terminated,F,1,FALSE
GCR3938,Operational,37,1980,10,resigned,M,2,FALSE
GCR3939,Administrative,35,1980,3,resigned,F,3,FALSE
GCR3940,Administrative,48,2002,2,resigned,M,4,FALSE
GCR3941,Operational,32,1987,31,NA,M,1,TRUE
GCR3942,Administrative,25,1982,1,resigned,F,1,FALSE
GCR3943,Operational,30,2003,14,resigned,M,3,FALSE
GCR3944,Administrative,42,2001,4,resigned,M,1,FALSE
GCR3945,Administrative,41,1987,3,resigned,F,3,FALSE
GCR3946,Operational,42,1994,4,resigned,M,3,FALSE
GCR3947,Operational,25,1987,0,resigned,F,1,FALSE
GCR3948,Administrative,41,2012,0,resigned,F,1,FALSE
GCR3949,Operational,23,1990,4,resigned,M,1,FALSE
GCR3950,Administrative,48,1982,9,resigned,F,2,FALSE
GCR3951,Operational,54,2006,10,retired,M,3,FALSE
GCR3952,Administrative,33,1983,0,resigned,F,1,FALSE
GCR3953,Operational,18,2011,4,resigned,M,1,FALSE
GCR3954,Administrative,18,2010,3,resigned,M,1,FALSE
GCR3955,Operational,18,2008,10,NA,M,1,TRUE
GCR3956,Operational,20,2007,11,resigned,M,1,FALSE
GCR3957,Administrative,51,1995,0,resigned,F,3,FALSE
GCR3958,Administrative,32,2006,1,resigned,F,3,FALSE
GCR3959,Operational,49,2017,1,resigned,M,4,FALSE
GCR3960,Administrative,47,1998,20,NA,M,3,TRUE
GCR3961,Operational,40,2001,3,resigned,M,2,FALSE
GCR3962,Operational,44,1996,9,resigned,M,4,FALSE
GCR3963,Operational,32,2004,0,resigned,M,1,FALSE
GCR3964,Administrative,44,2012,6,NA,F,2,TRUE
GCR3965,Administrative,33,2007,11,resigned,F,2,FALSE
GCR3966,Operational,32,2016,0,resigned,F,2,FALSE
GCR3967,Operational,27,2015,3,NA,M,2,TRUE
GCR3968,Operational,18,1992,26,NA,M,1,TRUE
GCR3969,Operational,22,2014,4,NA,F,1,TRUE
GCR3970,Operational,54,2004,9,retired,M,3,FALSE
GCR3971,Operational,51,1997,0,resigned,F,4,FALSE
GCR3972,Administrative,21,1996,0,resigned,F,2,FALSE
GCR3973,Administrative,55,2005,0,resigned,F,2,FALSE
GCR3974,Administrative,19,1984,0,resigned,F,2,FALSE
GCR3975,Administrative,35,2003,8,resigned,F,4,FALSE
GCR3976,Operational,42,1983,35,NA,M,2,TRUE
GCR3977,Administrative,31,2007,0,resigned,F,2,FALSE
GCR3978,Administrative,19,1989,15,resigned,M,2,FALSE
GCR3979,Administrative,49,1997,4,resigned,F,4,FALSE
GCR3980,Administrative,29,1982,3,terminated,F,2,FALSE
GCR3981,Operational,37,1982,8,resigned,F,1,FALSE
GCR3982,Administrative,25,2004,12,resigned,M,1,FALSE
GCR3983,Administrative,48,1992,7,terminated,F,2,FALSE
GCR3984,Administrative,35,2016,2,NA,F,1,TRUE
GCR3985,Administrative,44,2004,3,resigned,F,4,FALSE
GCR3986,Administrative,36,1996,10,resigned,M,1,FALSE
GCR3987,Operational,59,1993,1,retired,F,2,FALSE
GCR3988,Administrative,44,2005,10,resigned,F,2,FALSE
GCR3989,Administrative,34,2000,18,NA,F,1,TRUE
GCR3990,Administrative,55,1996,2,resigned,M,3,FALSE
GCR3991,Administrative,34,2013,4,resigned,M,2,FALSE
GCR3992,Operational,19,1984,15,resigned,M,1,FALSE
GCR3993,Administrative,33,1989,0,resigned,F,2,FALSE
GCR3994,Operational,44,2000,0,resigned,F,1,FALSE
GCR3995,Operational,28,2014,4,NA,M,1,TRUE
GCR3996,Operational,23,2006,3,resigned,F,1,FALSE
GCR3997,Operational,20,1981,29,resigned,M,2,FALSE
GCR3998,Operational,22,1981,8,resigned,M,2,FALSE
GCR3999,Operational,23,2000,2,terminated,F,1,FALSE
GCR4000,Operational,48,2006,2,resigned,F,1,FALSE
GCR4001,Administrative,39,1994,1,resigned,F,3,FALSE
GCR4002,Administrative,19,1981,37,NA,M,1,TRUE
GCR4003,Operational,27,2008,0,resigned,F,2,FALSE
GCR4004,Operational,40,2011,0,resigned,M,2,FALSE
GCR4005,Operational,51,1996,0,resigned,F,1,FALSE
GCR4006,Administrative,43,2016,2,NA,F,4,TRUE
GCR4007,Operational,37,2010,7,resigned,M,3,FALSE
GCR4008,Administrative,54,2005,3,terminated,F,2,FALSE
GCR4009,Operational,34,1993,13,resigned,M,4,FALSE
GCR4010,Operational,57,2014,4,NA,M,3,TRUE
GCR4011,Administrative,49,2004,14,NA,F,2,TRUE
GCR4012,Operational,41,1980,3,terminated,M,2,FALSE
GCR4013,Operational,36,2014,4,NA,M,2,TRUE
GCR4014,Operational,26,2005,0,resigned,F,2,FALSE
GCR4015,Administrative,22,2014,3,resigned,M,1,FALSE
GCR4016,Operational,33,2014,4,NA,M,1,TRUE
GCR4017,Administrative,50,2006,2,terminated,F,2,FALSE
GCR4018,Administrative,20,2008,0,terminated,F,1,FALSE
GCR4019,Operational,48,1999,7,resigned,M,2,FALSE
GCR4020,Administrative,43,2018,0,NA,M,2,TRUE
GCR4021,Administrative,57,2009,3,retired,M,3,FALSE
GCR4022,Administrative,43,2012,2,resigned,F,2,FALSE
GCR4023,Operational,18,1995,1,resigned,M,1,FALSE
GCR4024,Administrative,50,2012,1,resigned,F,2,FALSE
GCR4025,Administrative,49,2014,0,resigned,F,4,FALSE
GCR4026,Operational,38,1983,0,resigned,F,2,FALSE
GCR4027,Administrative,18,1994,15,resigned,F,1,FALSE
GCR4028,Administrative,51,2018,0,resigned,M,4,FALSE
GCR4029,Administrative,22,2005,1,resigned,F,1,FALSE
GCR4030,Operational,20,1981,1,resigned,F,1,FALSE
GCR4031,Operational,45,1996,15,retired,M,2,FALSE
GCR4032,Operational,29,2015,3,NA,F,2,TRUE
GCR4033,Operational,35,1983,1,resigned,F,2,FALSE
GCR4034,Operational,37,1995,0,resigned,M,4,FALSE
GCR4035,Operational,28,2004,3,resigned,M,2,FALSE
GCR4036,Operational,45,1987,9,resigned,M,1,FALSE
GCR4037,Administrative,20,1995,0,terminated,F,2,FALSE
GCR4038,Administrative,31,2007,4,resigned,F,2,FALSE
GCR4039,Operational,51,2017,1,NA,M,4,TRUE
GCR4040,Operational,22,1989,8,resigned,M,1,FALSE
GCR4041,Operational,19,2004,0,terminated,F,1,FALSE
GCR4042,Administrative,34,1998,0,resigned,F,4,FALSE
GCR4043,Operational,41,1993,25,NA,F,3,TRUE
GCR4044,Administrative,36,1983,6,resigned,M,2,FALSE
GCR4045,Operational,44,1994,1,resigned,M,3,FALSE
GCR4046,Operational,57,1982,22,retired,F,3,FALSE
GCR4047,Operational,37,2007,11,NA,F,3,TRUE
GCR4048,Operational,43,1991,18,retired,M,2,FALSE
GCR4049,Operational,36,1984,21,resigned,M,2,FALSE
GCR4050,Administrative,18,1990,1,resigned,F,1,FALSE
GCR4051,Administrative,24,2001,17,NA,F,1,TRUE
GCR4052,Administrative,33,2006,0,resigned,F,2,FALSE
GCR4053,Operational,38,2009,9,NA,M,1,TRUE
GCR4054,Administrative,45,1996,1,resigned,F,3,FALSE
GCR4055,Administrative,25,1995,7,resigned,F,1,FALSE
GCR4056,Operational,52,1989,2,terminated,M,3,FALSE
GCR4057,Administrative,42,2006,1,resigned,M,4,FALSE
GCR4058,Administrative,41,1986,1,resigned,F,2,FALSE
GCR4059,Operational,42,1992,1,resigned,M,2,FALSE
GCR4060,Administrative,44,2005,13,NA,F,2,TRUE
GCR4061,Operational,53,2010,0,resigned,M,3,FALSE
GCR4062,Administrative,39,2015,0,resigned,F,3,FALSE
GCR4063,Administrative,47,2011,2,resigned,F,2,FALSE
GCR4064,Operational,32,1989,5,resigned,M,1,FALSE
GCR4065,Administrative,48,2016,0,resigned,M,1,FALSE
GCR4066,Administrative,53,2011,1,resigned,F,3,FALSE
GCR4067,Administrative,27,2010,8,NA,F,2,TRUE
GCR4068,Operational,28,1998,1,terminated,M,2,FALSE
GCR4069,Operational,40,2001,2,resigned,F,4,FALSE
GCR4070,Administrative,51,2014,2,resigned,F,3,FALSE
GCR4071,Operational,32,2017,1,resigned,M,2,FALSE
GCR4072,Operational,51,1996,15,retired,F,2,FALSE
GCR4073,Administrative,24,1982,3,terminated,F,2,FALSE
GCR4074,Operational,27,1990,11,terminated,M,1,FALSE
GCR4075,Operational,54,1982,5,resigned,M,2,FALSE
GCR4076,Administrative,42,1989,0,resigned,M,2,FALSE
GCR4077,Operational,42,2004,2,resigned,M,3,FALSE
GCR4078,Administrative,23,1996,1,resigned,F,1,FALSE
GCR4079,Operational,51,2017,1,NA,F,4,TRUE
GCR4080,Operational,23,2000,18,NA,M,1,TRUE
GCR4081,Administrative,52,1997,3,resigned,M,2,FALSE
GCR4082,Operational,18,1997,0,resigned,M,1,FALSE
GCR4083,Administrative,49,1985,5,resigned,F,2,FALSE
GCR4084,Administrative,57,1982,0,terminated,F,5,FALSE
GCR4085,Administrative,18,2011,0,resigned,M,1,FALSE
GCR4086,Operational,34,1990,28,NA,M,2,TRUE
GCR4087,Operational,23,2006,9,resigned,M,2,FALSE
GCR4088,Administrative,22,1990,17,resigned,F,2,FALSE
GCR4089,Administrative,41,1994,3,resigned,M,2,FALSE
GCR4090,Operational,51,2011,0,resigned,M,2,FALSE
GCR4091,Administrative,37,1993,3,resigned,M,2,FALSE
GCR4092,Administrative,35,1991,15,resigned,F,3,FALSE
GCR4093,Administrative,35,1995,0,resigned,F,1,FALSE
GCR4094,Operational,18,2016,2,NA,M,1,TRUE
GCR4095,Administrative,20,1986,1,resigned,F,1,FALSE
GCR4096,Operational,20,1997,1,resigned,M,1,FALSE
GCR4097,Administrative,23,2008,0,resigned,F,1,FALSE
GCR4098,Administrative,20,1990,0,resigned,F,1,FALSE
GCR4099,Administrative,28,2010,8,NA,M,2,TRUE
GCR4100,Operational,24,1988,1,resigned,F,1,FALSE
GCR4101,Operational,55,1993,0,resigned,M,2,FALSE
GCR4102,Administrative,25,2011,7,NA,F,1,TRUE
GCR4103,Administrative,56,1998,0,resigned,M,5,FALSE
GCR4104,Operational,37,2013,0,resigned,M,2,FALSE
GCR4105,Administrative,51,1989,0,resigned,F,1,FALSE
GCR4106,Administrative,46,1988,0,resigned,F,3,FALSE
GCR4107,Operational,42,1986,19,retired,M,2,FALSE
GCR4108,Operational,39,1983,4,resigned,M,4,FALSE
GCR4109,Operational,27,2003,15,NA,M,2,TRUE
GCR4110,Operational,35,2004,14,NA,M,2,TRUE
GCR4111,Administrative,27,1990,3,terminated,F,2,FALSE
GCR4112,Operational,28,1993,25,NA,M,2,TRUE
GCR4113,Operational,33,2007,11,NA,M,1,TRUE
GCR4114,Administrative,49,1995,11,retired,M,3,FALSE
GCR4115,Operational,49,2001,3,resigned,M,3,FALSE
GCR4116,Administrative,36,2013,5,NA,F,2,TRUE
GCR4117,Administrative,50,1994,1,resigned,M,5,FALSE
GCR4118,Operational,49,2001,17,NA,M,2,TRUE
GCR4119,Administrative,21,1991,2,terminated,F,1,FALSE
GCR4120,Administrative,24,1992,0,resigned,F,2,FALSE
GCR4121,Operational,49,1992,14,retired,M,3,FALSE
GCR4122,Operational,28,1982,20,resigned,M,2,FALSE
GCR4123,Operational,54,1986,20,retired,M,2,FALSE
GCR4124,Administrative,29,1989,10,terminated,M,1,FALSE
GCR4125,Operational,40,1986,0,resigned,F,4,FALSE
GCR4126,Administrative,44,2000,7,resigned,M,2,FALSE
GCR4127,Administrative,33,1995,0,terminated,F,3,FALSE
GCR4128,Administrative,39,1990,11,resigned,F,1,FALSE
GCR4129,Administrative,41,1982,16,resigned,F,3,FALSE
GCR4130,Administrative,47,1985,0,resigned,M,1,FALSE
GCR4131,Operational,28,1992,12,resigned,M,2,FALSE
GCR4132,Administrative,26,2014,4,NA,M,1,TRUE
GCR4133,Administrative,43,1981,7,resigned,F,2,FALSE
GCR4134,Administrative,34,1983,5,resigned,F,3,FALSE
GCR4135,Operational,20,2008,0,resigned,F,1,FALSE
GCR4136,Operational,39,2018,0,NA,M,1,TRUE
GCR4137,Operational,50,1984,34,NA,F,2,TRUE
GCR4138,Administrative,39,2005,13,NA,F,3,TRUE
GCR4139,Administrative,50,2003,1,resigned,F,2,FALSE
GCR4140,Administrative,48,2016,2,NA,F,1,TRUE
GCR4141,Administrative,32,2015,0,resigned,F,1,FALSE
GCR4142,Administrative,32,1996,7,resigned,F,3,FALSE
GCR4143,Administrative,52,1984,0,resigned,M,1,FALSE
GCR4144,Administrative,55,2010,8,NA,M,2,TRUE
GCR4145,Administrative,51,2012,1,resigned,F,1,FALSE
GCR4146,Administrative,32,1991,0,resigned,F,2,FALSE
GCR4147,Administrative,18,2001,2,resigned,F,1,FALSE
GCR4148,Operational,32,2007,2,resigned,M,4,FALSE
GCR4149,Administrative,45,2009,9,NA,F,2,TRUE
GCR4150,Operational,19,1980,7,resigned,M,1,FALSE
GCR4151,Operational,29,1999,19,NA,M,2,TRUE
GCR4152,Operational,52,2008,1,resigned,M,3,FALSE
GCR4153,Operational,25,1980,7,resigned,M,2,FALSE
GCR4154,Operational,58,1994,15,retired,M,3,FALSE
GCR4155,Administrative,54,2006,3,resigned,M,2,FALSE
GCR4156,Administrative,49,2008,0,resigned,F,3,FALSE
GCR4157,Operational,40,2012,2,resigned,M,2,FALSE
GCR4158,Operational,37,1990,0,terminated,M,4,FALSE
GCR4159,Administrative,50,1997,1,resigned,M,1,FALSE
GCR4160,Operational,32,2015,3,NA,M,3,TRUE
GCR4161,Operational,22,2016,2,NA,M,1,TRUE
GCR4162,Administrative,41,1998,0,resigned,F,1,FALSE
GCR4163,Operational,25,1981,6,resigned,M,1,FALSE
GCR4164,Operational,46,2006,2,resigned,M,3,FALSE
GCR4165,Operational,42,2017,1,NA,M,2,TRUE
GCR4166,Operational,43,1984,1,resigned,M,2,FALSE
GCR4167,Operational,45,1993,6,resigned,M,3,FALSE
GCR4168,Administrative,31,1993,2,resigned,F,3,FALSE
GCR4169,Operational,23,2014,4,NA,M,2,TRUE
GCR4170,Operational,31,2008,10,NA,F,2,TRUE
GCR4171,Operational,27,1991,0,resigned,M,3,FALSE
GCR4172,Administrative,32,2006,12,NA,F,2,TRUE
GCR4173,Administrative,18,1986,5,resigned,F,1,FALSE
GCR4174,Operational,18,1983,1,resigned,F,1,FALSE
GCR4175,Operational,34,2004,0,resigned,M,1,FALSE
GCR4176,Administrative,40,1995,23,NA,F,1,TRUE
GCR4177,Operational,52,2017,1,NA,M,3,TRUE
GCR4178,Administrative,22,1995,7,resigned,F,1,FALSE
GCR4179,Administrative,24,2014,4,NA,F,1,TRUE
GCR4180,Administrative,19,2017,1,NA,F,1,TRUE
GCR4181,Operational,38,1996,10,resigned,M,2,FALSE
GCR4182,Administrative,31,1986,4,resigned,F,1,FALSE
GCR4183,Administrative,53,2001,8,retired,F,2,FALSE
GCR4184,Operational,33,2005,2,resigned,M,1,FALSE
GCR4185,Administrative,49,2014,0,resigned,M,4,FALSE
GCR4186,Administrative,25,1980,0,resigned,F,2,FALSE
GCR4187,Operational,42,2007,0,resigned,M,2,FALSE
GCR4188,Administrative,47,2000,0,resigned,M,1,FALSE
GCR4189,Administrative,25,2012,6,NA,M,1,TRUE
GCR4190,Operational,52,1991,19,retired,M,4,FALSE
GCR4191,Operational,55,1986,0,resigned,M,4,FALSE
GCR4192,Administrative,46,1995,18,retired,M,2,FALSE
GCR4193,Administrative,28,2003,5,resigned,F,1,FALSE
GCR4194,Operational,52,2007,11,NA,M,3,TRUE
GCR4195,Operational,41,1996,0,resigned,F,4,FALSE
GCR4196,Operational,29,2004,11,resigned,M,2,FALSE
GCR4197,Administrative,26,1996,2,resigned,M,2,FALSE
GCR4198,Operational,31,1995,2,resigned,F,2,FALSE
GCR4199,Administrative,33,1989,3,resigned,M,1,FALSE
GCR4200,Operational,21,1998,5,resigned,M,1,FALSE
GCR4201,Operational,20,2015,3,NA,M,2,TRUE
GCR4202,Administrative,19,1998,2,resigned,M,2,FALSE
GCR4203,Administrative,38,1992,0,resigned,M,1,FALSE
GCR4204,Operational,26,2015,1,resigned,M,2,FALSE
GCR4205,Administrative,27,2004,2,resigned,M,2,FALSE
GCR4206,Operational,37,2004,4,terminated,F,2,FALSE
GCR4207,Administrative,34,1986,1,resigned,F,3,FALSE
GCR4208,Operational,32,2010,8,NA,M,3,TRUE
GCR4209,Operational,42,1995,0,resigned,M,2,FALSE
GCR4210,Administrative,24,1994,24,NA,M,2,TRUE
GCR4211,Administrative,47,2016,1,resigned,M,1,FALSE
GCR4212,Operational,44,1994,2,terminated,F,2,FALSE
GCR4213,Administrative,18,2010,1,resigned,M,1,FALSE
GCR4214,Administrative,43,2001,1,resigned,M,4,FALSE
GCR4215,Administrative,28,1996,1,resigned,F,1,FALSE
